requirement_id,requirement_text,module,coverage_id,coverage_description,coverage_type,related_techniques,tags,notes,technique,technique_standard,test_case_id,test_data,expected_result,priority,risk_level,coverage_risk_level,source,design_basis,llm_reason,strategy_reason,requirement_id_coverage,technique_strategy
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-362,Verify core behavior: sanitize text,Functional,['Equivalence Partitioning'],['core'],Expected result basis: safe text shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-800,Representative valid partition data derived from the requirement,safe text shown,High,High,High,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: sanitize text,,"The coverage item verifies core behavior (sanitize text) which is a functional check, not a condition combination. Equivalence Partitioning is more suitable for testing functional correctness.",REQ-TODO-097,Equivalence Partitioning
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-362,Verify core behavior: sanitize text,Functional,['Equivalence Partitioning'],['core'],Expected result basis: safe text shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-801,Representative invalid partition data derived from the requirement,safe text shown,High,High,High,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: sanitize text,,"The coverage item verifies core behavior (sanitize text) which is a functional check, not a condition combination. Equivalence Partitioning is more suitable for testing functional correctness.",REQ-TODO-097,Equivalence Partitioning
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-363,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: safe text shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-802,Boundary value: below lower boundary (generic lower invalid boundary),safe text shown,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-097,Boundary Value Analysis
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-363,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: safe text shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-803,Boundary value: on lower boundary (generic lower valid boundary),safe text shown,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-097,Boundary Value Analysis
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-363,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: safe text shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-804,Boundary value: above upper boundary (generic upper boundary review),safe text shown,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-097,Boundary Value Analysis
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-364,Validate condition: text displayed,Condition,['Decision Table Testing'],['condition'],Expected result basis: safe text shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-805,Rule 1: All required conditions are true,The permitted action is completed successfully.,High,High,High,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"The coverage item validates a condition (text displayed) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-097,Decision Table Testing
REQ-TODO-097,The system shall sanitize todo text before displaying it.,Todo Security,COV-364,Validate condition: text displayed,Condition,['Decision Table Testing'],['condition'],Expected result basis: safe text shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-806,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,High,High,High,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"The coverage item validates a condition (text displayed) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-097,Decision Table Testing
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-365,Verify core behavior: prevent execution,Functional,['Equivalence Partitioning'],['core'],Expected result basis: script not executed,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-807,Representative valid partition data derived from the requirement,script not executed,High,High,High,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: prevent execution,,"The coverage item verifies core behavior (prevent execution) which is a functional check, not a state-based behavior. Equivalence Partitioning is more suitable.",REQ-TODO-098,Equivalence Partitioning
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-365,Verify core behavior: prevent execution,Functional,['Equivalence Partitioning'],['core'],Expected result basis: script not executed,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-808,Representative invalid partition data derived from the requirement,script not executed,High,High,High,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: prevent execution,,"The coverage item verifies core behavior (prevent execution) which is a functional check, not a state-based behavior. Equivalence Partitioning is more suitable.",REQ-TODO-098,Equivalence Partitioning
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-366,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: script not executed,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-809,Boundary value: below lower boundary (generic lower invalid boundary),script not executed,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-098,Boundary Value Analysis
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-366,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: script not executed,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-810,Boundary value: on lower boundary (generic lower valid boundary),script not executed,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-098,Boundary Value Analysis
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-366,Test input field 'todo text' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: script not executed,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-811,Boundary value: above upper boundary (generic upper boundary review),script not executed,High,High,High,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-098,Boundary Value Analysis
REQ-TODO-098,The system shall prevent script execution from todo text.,Todo Security,COV-367,Validate condition: text contains script,Condition,['Decision Table Testing'],['condition'],Expected result basis: script not executed,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-812,Rule 1: All required conditions are true,The permitted action is completed successfully.,High,High,High,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"The coverage item validates a condition (text contains script) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-098,Decision Table Testing
